sample_id,ground_truth,prediction,confidence,evidence,key_fields,raw_response,model,prompt_name,status,error_message
CYB499-011,Malicious,Malicious,High,"The script block text shows a brute-force attack against LDAP credentials using a list of passwords from a file located in the temporary directory, attempting to validate credentials with NTLM authentication. This is a clear indication of a credential brute-forcing attempt, which is a common malicious activity.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The script block text shows a brute-force attack against LDAP credentials using a list of passwords from a file located in the temporary directory, attempting to validate credentials with NTLM authentication. This is a clear indication of a credential brute-forcing attempt, which is a common malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-012,Benign,Benign,High,"The command line executes 'ipconfig', a standard Windows command used for network configuration inspection, and is commonly run by users or scripts for network diagnostics. No suspicious activity or unauthorized behavior is present in the script block text or command line.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The command line executes 'ipconfig', a standard Windows command used for network configuration inspection, and is commonly run by users or scripts for network diagnostics. No suspicious activity or unauthorized behavior is present in the script block text or command line.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-013,Benign,Benign,High,"The script block performs a legitimate system check by evaluating available disk space on the system drive and comparing it to a threshold. It does not execute any malicious commands, modify system settings, or perform unauthorized actions. The command is run under Restricted Execution Policy, which limits potential harm, and the script only outputs diagnostic information about disk space.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The script block performs a legitimate system check by evaluating available disk space on the system drive and comparing it to a threshold. It does not execute any malicious commands, modify system settings, or perform unauthorized actions. The command is run under Restricted Execution Policy, which limits potential harm, and the script only outputs diagnostic information about disk space.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-014,Malicious,Benign,High,"The event involves bitsadmin.exe executing a /complete command, which is a normal system operation used to complete a download or transfer initiated by bitsadmin. The process is running from a legitimate system path and is commonly used for background file transfers. No signs of malicious activity are present in the command or execution context.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event involves bitsadmin.exe executing a /complete command, which is a normal system operation used to complete a download or transfer initiated by bitsadmin. The process is running from a legitimate system path and is commonly used for background file transfers. No signs of malicious activity are present in the command or execution context.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-015,Malicious,Malicious,High,"The script block text shows a brute-force attack against LDAP credentials using a list of passwords from a file located in the temporary directory, specifically targeting the current user's account with NTLM authentication. This is a clear indication of credential stuffing or brute-force attack behavior.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The script block text shows a brute-force attack against LDAP credentials using a list of passwords from a file located in the temporary directory, specifically targeting the current user's account with NTLM authentication. This is a clear indication of credential stuffing or brute-force attack behavior.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-016,Malicious,Malicious,High,"The event shows the execution of bitsadmin.exe to download a file from a GitHub URL and save it to a temporary location, followed by a command to execute a PowerShell script via notepad.exe. This behavior is indicative of a download and execution of malicious payload, especially with the use of a remote URL and execution of a script in a temporary directory.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The event shows the execution of bitsadmin.exe to download a file from a GitHub URL and save it to a temporary location, followed by a command to execute a PowerShell script via notepad.exe. This behavior is indicative of a download and execution of malicious payload, especially with the use of a remote URL and execution of a script in a temporary directory.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-017,Malicious,Benign,High,"The event involves a legitimate console host (conhost.exe) launched by PowerShell, which is a common and normal process for user interaction. The command line and image paths are standard for Windows console operations, and the parent process (powershell.exe) is a known legitimate process. No signs of malicious activity are present.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event involves a legitimate console host (conhost.exe) launched by PowerShell, which is a common and normal process for user interaction. The command line and image paths are standard for Windows console operations, and the parent process (powershell.exe) is a known legitimate process. No signs of malicious activity are present.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-018,Benign,Benign,High,"The event involves the execution of AM_Base.exe from the SoftwareDistribution folder, which is a common location for Windows Update components. The parent process is wuauclt.exe, the Windows Update client, indicating this is part of a legitimate system update process. No signs of malicious behavior are present.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event involves the execution of AM_Base.exe from the SoftwareDistribution folder, which is a common location for Windows Update components. The parent process is wuauclt.exe, the Windows Update client, indicating this is part of a legitimate system update process. No signs of malicious behavior are present.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-019,Benign,Benign,High,"The event records a software update installation process initiated by wuauclt.exe, which is a legitimate Windows Update client. The executable path and command line indicate a known patch installation (AM_Delta_Patch_1.427.562.0.exe) in the SoftwareDistribution directory, consistent with normal Windows Update behavior.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event records a software update installation process initiated by wuauclt.exe, which is a legitimate Windows Update client. The executable path and command line indicate a known patch installation (AM_Delta_Patch_1.427.562.0.exe) in the SoftwareDistribution directory, consistent with normal Windows Update behavior.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-020,Malicious,Malicious,High,"The command_line and script_block_text show a PowerShell script copying calc.exe to a suspicious location (foxprow.exe) and invoking Excel.Application to activate a malicious application, indicating unauthorized and potentially malicious activity.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The command_line and script_block_text show a PowerShell script copying calc.exe to a suspicious location (foxprow.exe) and invoking Excel.Application to activate a malicious application, indicating unauthorized and potentially malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-021,Malicious,Benign,High,"The event shows a legitimate command execution of 'cmd.exe' with 'chcp' command, which is commonly used to change the code page in Windows and is a normal administrative function. No suspicious behavior or indicators of malicious activity are present.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event shows a legitimate command execution of 'cmd.exe' with 'chcp' command, which is commonly used to change the code page in Windows and is a normal administrative function. No suspicious behavior or indicators of malicious activity are present.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-022,Benign,Benign,High,"The event shows a standard PowerShell command 'ls' (list directory) executed in the default console host, with no suspicious script block text or external command execution. This is a common administrative task and part of normal PowerShell usage.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event shows a standard PowerShell command 'ls' (list directory) executed in the default console host, with no suspicious script block text or external command execution. This is a common administrative task and part of normal PowerShell usage.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-023,Malicious,Malicious,High,"The command_line contains a PowerShell script that performs repeated HTTP requests to a domain with a randomly generated name (file.XXX.127.0.0.1.xip.io), which is a known technique for exfiltrating data or conducting reconnaissance. The use of Invoke-WebRequest in a loop with random names suggests malicious intent, such as data collection or command-and-control communication.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The command_line contains a PowerShell script that performs repeated HTTP requests to a domain with a randomly generated name (file.XXX.127.0.0.1.xip.io), which is a known technique for exfiltrating data or conducting reconnaissance. The use of Invoke-WebRequest in a loop with random names suggests malicious intent, such as data collection or command-and-control communication.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-024,Malicious,Malicious,High,"The event shows a registry modification command executed by cmd.exe to disable registry tools via reg add, which is a common tactic to hide or disable system monitoring and forensic capabilities, typically associated with malicious activity.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The event shows a registry modification command executed by cmd.exe to disable registry tools via reg add, which is a common tactic to hide or disable system monitoring and forensic capabilities, typically associated with malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-025,Benign,Benign,High,"The event involves the execution of AM_Delta.exe, which is a known Windows Update component, triggered by wuauclt.exe (Windows Update Agent) in a quiet mode. This behavior is consistent with legitimate system updates and is not indicative of malicious activity.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event involves the execution of AM_Delta.exe, which is a known Windows Update component, triggered by wuauclt.exe (Windows Update Agent) in a quiet mode. This behavior is consistent with legitimate system updates and is not indicative of malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-026,Benign,Malicious,High,"The command_line field shows a PowerShell command that converts a password to a secure string and exports it as plain text, which is a common technique in credential theft and is indicative of malicious activity.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The command_line field shows a PowerShell command that converts a password to a secure string and exports it as plain text, which is a common technique in credential theft and is indicative of malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-027,Benign,Benign,Medium,"The event involves PowerShell ISE executing a script from a user's desktop, but the script block text is empty and contains only metadata about the execution environment, with no malicious commands or payloads. The command line points to a legitimate PowerShell ISE invocation with a test script, which is common in normal user activity.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""Medium"",
  ""evidence"": ""The event involves PowerShell ISE executing a script from a user's desktop, but the script block text is empty and contains only metadata about the execution environment, with no malicious commands or payloads. The command line points to a legitimate PowerShell ISE invocation with a test script, which is common in normal user activity.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-028,Malicious,Benign,High,"The event records a process creation by bitsadmin.exe, which is a legitimate Windows utility used for downloading and transferring files. The process is running in a standard system path and is commonly used for scheduled tasks or file transfers, indicating normal system behavior.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event records a process creation by bitsadmin.exe, which is a legitimate Windows utility used for downloading and transferring files. The process is running in a standard system path and is commonly used for scheduled tasks or file transfers, indicating normal system behavior.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-029,Benign,Benign,High,"The event involves AggregatorHost.exe, a legitimate Windows system process that runs under NT AUTHORITY\SYSTEM and is commonly associated with Windows Update and system services. It is launched by svchost.exe, which is a normal Windows service host. No suspicious behavior or external command-line arguments are present.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event involves AggregatorHost.exe, a legitimate Windows system process that runs under NT AUTHORITY\\SYSTEM and is commonly associated with Windows Update and system services. It is launched by svchost.exe, which is a normal Windows service host. No suspicious behavior or external command-line arguments are present.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-030,Benign,Benign,High,"The event involves the execution of AM_Engine.exe from the SoftwareDistribution folder, which is a known location for Windows Update components. The parent process is wuauclt.exe, the Windows Update client, indicating this is part of a legitimate system update process. No malicious behavior or anomalous pattern is observed.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event involves the execution of AM_Engine.exe from the SoftwareDistribution folder, which is a known location for Windows Update components. The parent process is wuauclt.exe, the Windows Update client, indicating this is part of a legitimate system update process. No malicious behavior or anomalous pattern is observed.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-031,Benign,Benign,High,"The event records a software update installation process initiated by wuauclt.exe, which is a legitimate Windows Update client. The executable path and command line indicate a known patch installation (AM_Delta_Patch_1.427.566.0.exe) in the SoftwareDistribution directory, consistent with normal Windows Update behavior.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event records a software update installation process initiated by wuauclt.exe, which is a legitimate Windows Update client. The executable path and command line indicate a known patch installation (AM_Delta_Patch_1.427.566.0.exe) in the SoftwareDistribution directory, consistent with normal Windows Update behavior.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-032,Benign,Benign,High,"The event is a PowerShell engine status report with no execution of malicious commands or script blocks. The script_block_text is empty and contains only metadata about the PowerShell host and engine, indicating a normal system operation.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event is a PowerShell engine status report with no execution of malicious commands or script blocks. The script_block_text is empty and contains only metadata about the PowerShell host and engine, indicating a normal system operation.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-033,Benign,Benign,High,"Event ID 5024 in the Security channel indicates a successful authentication attempt, which is a normal system operation and not inherently malicious.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""Event ID 5024 in the Security channel indicates a successful authentication attempt, which is a normal system operation and not inherently malicious.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-034,Benign,Benign,High,"Event ID 4648 logs a successful logon, but the user 'WORKGROUP\SERVER002$' is a built-in system account typically used for service accounts or local system operations. The image path points to wininit.exe, a legitimate system process, and the command line matches the expected startup process. This is a normal system boot activity and not indicative of malicious behavior.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""Event ID 4648 logs a successful logon, but the user 'WORKGROUP\\SERVER002$' is a built-in system account typically used for service accounts or local system operations. The image path points to wininit.exe, a legitimate system process, and the command line matches the expected startup process. This is a normal system boot activity and not indicative of malicious behavior.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-035,Benign,Benign,High,"The event involves the execution of a patch installer (AM_Engine_Patch_1.1.25030.1.exe) from the SoftwareDistribution directory, which is a legitimate location for Windows update and patch installations. The parent process is wuauclt.exe, the Windows Update client, indicating this is part of a normal system update process.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event involves the execution of a patch installer (AM_Engine_Patch_1.1.25030.1.exe) from the SoftwareDistribution directory, which is a legitimate location for Windows update and patch installations. The parent process is wuauclt.exe, the Windows Update client, indicating this is part of a normal system update process.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-036,Benign,Benign,High,"The event involves the execution of Microsoft 3D Viewer, a legitimate Windows AppX application, with a standard command-line argument. The process is running under a system account and is part of normal Windows functionality, with no signs of suspicious behavior or unauthorized access.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event involves the execution of Microsoft 3D Viewer, a legitimate Windows AppX application, with a standard command-line argument. The process is running under a system account and is part of normal Windows functionality, with no signs of suspicious behavior or unauthorized access.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-037,Malicious,Benign,High,"The event shows a legitimate system command execution of 'chcp' (change code page) via cmd.exe, which is a common and normal administrative task. The image path points to a system executable, and the command is not indicative of malicious activity.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event shows a legitimate system command execution of 'chcp' (change code page) via cmd.exe, which is a common and normal administrative task. The image path points to a system executable, and the command is not indicative of malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-038,Malicious,Malicious,High,"The command_line contains a PowerShell script that performs 1000 iterations of an Invoke-WebRequest to a domain that resolves to a TXT record on a spoofed IP (127.0.0.1.xip.io), which is a common technique used in reconnaissance or data exfiltration. The use of random file names and repeated requests suggests an attempt to gather information or establish a covert communication channel, indicating malicious intent.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The command_line contains a PowerShell script that performs 1000 iterations of an Invoke-WebRequest to a domain that resolves to a TXT record on a spoofed IP (127.0.0.1.xip.io), which is a common technique used in reconnaissance or data exfiltration. The use of random file names and repeated requests suggests an attempt to gather information or establish a covert communication channel, indicating malicious intent.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-039,Benign,Benign,High,"Event ID 4799 indicates a successful logon attempt, which is a normal system operation. The event involves a local user account (lplui) on Server002, and such logon events are expected during routine system usage and do not indicate malicious activity.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""Event ID 4799 indicates a successful logon attempt, which is a normal system operation. The event involves a local user account (lplui) on Server002, and such logon events are expected during routine system usage and do not indicate malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-040,Malicious,Malicious,High,"The event shows a wmic command executed via cmd.exe to uninstall a product named 'Tightvnc%%%%', which is a known remote access tool. Uninstalling such tools via automated scripts or commands, especially from an administrative context, is indicative of a potential removal attempt by an attacker to cover their tracks or disable detection mechanisms.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The event shows a wmic command executed via cmd.exe to uninstall a product named 'Tightvnc%%%%', which is a known remote access tool. Uninstalling such tools via automated scripts or commands, especially from an administrative context, is indicative of a potential removal attempt by an attacker to cover their tracks or disable detection mechanisms.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-041,Malicious,Benign,High,"The event shows bitsadmin.exe being used to resume a file transfer, which is a legitimate system function. The process is running under a standard system account and is initiated from cmd.exe, a common and authorized environment. No signs of malicious behavior are present.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event shows bitsadmin.exe being used to resume a file transfer, which is a legitimate system function. The process is running under a standard system account and is initiated from cmd.exe, a common and authorized environment. No signs of malicious behavior are present.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-042,Benign,Benign,High,"The event is a Sysmon event ID 5 (process creation) with an unknown process image and command line, logged by the SYSTEM user. This is common during normal system operations and lacks specific indicators of malicious activity such as suspicious file paths, unauthorized execution, or known malware signatures.",[],"{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""evidence"": ""The event is a Sysmon event ID 5 (process creation) with an unknown process image and command line, logged by the SYSTEM user. This is common during normal system operations and lacks specific indicators of malicious activity such as suspicious file paths, unauthorized execution, or known malware signatures.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-043,Malicious,Malicious,High,"The command_line and script_block_text show a PowerShell script that performs 1000 iterations of an Invoke-WebRequest to a domain that resolves to a TXT record on a non-standard IP (127.0.0.1.xip.io), which is a common technique used in reconnaissance or data exfiltration. The use of random file names and repeated requests suggests a probing or scanning behavior, indicative of malicious activity.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The command_line and script_block_text show a PowerShell script that performs 1000 iterations of an Invoke-WebRequest to a domain that resolves to a TXT record on a non-standard IP (127.0.0.1.xip.io), which is a common technique used in reconnaissance or data exfiltration. The use of random file names and repeated requests suggests a probing or scanning behavior, indicative of malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-044,Malicious,Malicious,High,"The event shows PowerShell executing a command that copies a Windows calculator executable to a suspicious file (foxprow.exe) and attempts to activate an Excel application via COM, which is out of the ordinary and indicative of malicious activity such as payload delivery or privilege escalation.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The event shows PowerShell executing a command that copies a Windows calculator executable to a suspicious file (foxprow.exe) and attempts to activate an Excel application via COM, which is out of the ordinary and indicative of malicious activity such as payload delivery or privilege escalation.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-045,Malicious,Malicious,High,"The script block text shows a brute-force attack against LDAP credentials using a list of passwords from a file located in the Temp directory. It attempts to authenticate with NTLM using the current user's credentials, which is a clear sign of credential stuffing or brute-force attack.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The script block text shows a brute-force attack against LDAP credentials using a list of passwords from a file located in the Temp directory. It attempts to authenticate with NTLM using the current user's credentials, which is a clear sign of credential stuffing or brute-force attack.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-046,Malicious,Malicious,High,"The command_line and script_block_text show a PowerShell script that copies calc.exe to a suspicious location (foxprow.exe) and attempts to activate an Excel application via COM, which is indicative of malicious activity such as malware execution or privilege escalation.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The command_line and script_block_text show a PowerShell script that copies calc.exe to a suspicious location (foxprow.exe) and attempts to activate an Excel application via COM, which is indicative of malicious activity such as malware execution or privilege escalation.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-047,Malicious,Malicious,High,"The event shows bitsadmin.exe downloading a file from a GitHub URL and saving it to a temporary PowerShell script location, which is a common technique for delivering malicious payloads. The command line includes a suspicious file name and a direct download to a PowerShell script, indicating potential malware delivery.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The event shows bitsadmin.exe downloading a file from a GitHub URL and saving it to a temporary PowerShell script location, which is a common technique for delivering malicious payloads. The command line includes a suspicious file name and a direct download to a PowerShell script, indicating potential malware delivery.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
CYB499-048,Malicious,Malicious,High,"The command_line contains a PowerShell script that performs 1000 iterations of an Invoke-WebRequest to a domain that resolves to a TXT record on a non-standard IP (127.0.0.1.xip.io), which is a common technique used in reconnaissance or data exfiltration. The use of random file names and repeated requests suggests an attempt to gather information or establish a covert communication channel, indicating malicious intent.",[],"{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""evidence"": ""The command_line contains a PowerShell script that performs 1000 iterations of an Invoke-WebRequest to a domain that resolves to a TXT record on a non-standard IP (127.0.0.1.xip.io), which is a common technique used in reconnaissance or data exfiltration. The use of random file names and repeated requests suggests an attempt to gather information or establish a covert communication channel, indicating malicious intent.""
}",Qwen/Qwen3-4B-Instruct-2507,direct,completed,
