sample_id,ground_truth,prediction,confidence,evidence,key_fields,raw_response,model,prompt_name,status,error_message
CYB499-027,Benign,Benign,Medium,"PowerShell event 400 indicates engine startup (NewEngineState=Available) in Windows PowerShell ISE Host, launching powershell_ise.exe with a local script path C:\Users\admin_test\Desktop\test.ps1. No actual script contents or suspicious commands are shown.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""PowerShell event 400 indicates engine startup (NewEngineState=Available) in Windows PowerShell ISE Host, launching powershell_ise.exe with a local script path C:\\Users\\admin_test\\Desktop\\test.ps1. No actual script contents or suspicious commands are shown.""}",gpt-5.4,direct,completed,
CYB499-028,Malicious,Benign,Low,"Sysmon Event ID 5 indicates a process terminated; the only process shown is the legitimate Windows binary C:\Windows\System32\bitsadmin.exe run by SERVER002\admin_test. With no command line, parent process, or network details, there is insufficient evidence of malicious activity.",[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Sysmon Event ID 5 indicates a process terminated; the only process shown is the legitimate Windows binary C:\\Windows\\System32\\bitsadmin.exe run by SERVER002\\admin_test. With no command line, parent process, or network details, there is insufficient evidence of malicious activity.""}",gpt-5.4,direct,completed,
CYB499-029,Benign,Benign,High,"Sysmon Event ID 1 shows AggregatorHost.exe launched from C:\Windows\System32 by parent svchost.exe as NT AUTHORITY\SYSTEM, which matches a normal Windows system process execution pattern with no suspicious command-line arguments.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows AggregatorHost.exe launched from C:\\Windows\\System32 by parent svchost.exe as NT AUTHORITY\\SYSTEM, which matches a normal Windows system process execution pattern with no suspicious command-line arguments.""}",gpt-5.4,direct,completed,
CYB499-030,Benign,Benign,High,"Sysmon Event ID 1 shows AM_Engine.exe launched from Windows SoftwareDistribution\Download\Install by parent wuauclt.exe under NT AUTHORITY\SYSTEM, which is consistent with a Windows Update/Microsoft Defender engine installation or update.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows AM_Engine.exe launched from Windows SoftwareDistribution\\Download\\Install by parent wuauclt.exe under NT AUTHORITY\\SYSTEM, which is consistent with a Windows Update/Microsoft Defender engine installation or update.""}",gpt-5.4,direct,completed,
CYB499-031,Benign,Benign,High,"Sysmon Event ID 1 shows a process started by wuauclt.exe from C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.427.566.0.exe with command line including /q, consistent with a Windows Defender delta patch/update running as NT AUTHORITY\SYSTEM.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows a process started by wuauclt.exe from C:\\Windows\\SoftwareDistribution\\Download\\Install\\AM_Delta_Patch_1.427.566.0.exe with command line including /q, consistent with a Windows Defender delta patch/update running as NT AUTHORITY\\SYSTEM.""}",gpt-5.4,direct,completed,
CYB499-032,Benign,Benign,High,"PowerShell event ID 400 indicates engine startup/state change (NewEngineState=Available, PreviousEngineState=None) for ConsoleHost with HostApplication set to the standard powershell.exe path; no command, script, or suspicious arguments are present.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""PowerShell event ID 400 indicates engine startup/state change (NewEngineState=Available, PreviousEngineState=None) for ConsoleHost with HostApplication set to the standard powershell.exe path; no command, script, or suspicious arguments are present.""}",gpt-5.4,direct,completed,
CYB499-033,Benign,Benign,Medium,"Security event 5024 from Microsoft-Windows-Security-Auditing on Server002 indicates a standard Windows Security log audit event; with only provider, channel, event ID, timestamp, and host, there is no specific malicious indicator.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Security event 5024 from Microsoft-Windows-Security-Auditing on Server002 indicates a standard Windows Security log audit event; with only provider, channel, event ID, timestamp, and host, there is no specific malicious indicator.""}",gpt-5.4,direct,completed,
CYB499-034,Benign,Benign,High,Event 4648 was generated by WORKGROUP\SERVER002$ from C:\Windows\System32\wininit.exe on Server002. wininit.exe is a core Windows system process and the event fields show a normal system account and standard system binary with no unusual indicators.,[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Event 4648 was generated by WORKGROUP\\SERVER002$ from C:\\Windows\\System32\\wininit.exe on Server002. wininit.exe is a core Windows system process and the event fields show a normal system account and standard system binary with no unusual indicators.""}",gpt-5.4,direct,completed,
CYB499-035,Benign,Benign,High,"Sysmon Event ID 1 shows AM_Engine_Patch_1.1.25030.1.exe launched from C:\Windows\SoftwareDistribution\Download\Install by parent wuauclt.exe under NT AUTHORITY\SYSTEM, which is consistent with a Windows Update/Defender engine patch installation.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows AM_Engine_Patch_1.1.25030.1.exe launched from C:\\Windows\\SoftwareDistribution\\Download\\Install by parent wuauclt.exe under NT AUTHORITY\\SYSTEM, which is consistent with a Windows Update/Defender engine patch installation.""}",gpt-5.4,direct,completed,
CYB499-036,Benign,Benign,High,"Sysmon Event ID 1 shows execution of signed Microsoft Store app 3DViewer.exe from the WindowsApps directory with a normal AppX-style -ServerName argument under an interactive user account; no suspicious path, script host, or anomalous command-line indicators are present.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows execution of signed Microsoft Store app 3DViewer.exe from the WindowsApps directory with a normal AppX-style -ServerName argument under an interactive user account; no suspicious path, script host, or anomalous command-line indicators are present.""}",gpt-5.4,direct,completed,
CYB499-037,Malicious,Benign,High,Sysmon Event ID 1 shows chcp.com launched from cmd.exe by SERVER002\admin_test with command line 'chcp'; chcp is a standard Windows console code page utility and the fields show normal interactive shell usage.,[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows chcp.com launched from cmd.exe by SERVER002\\admin_test with command line 'chcp'; chcp is a standard Windows console code page utility and the fields show normal interactive shell usage.""}",gpt-5.4,direct,completed,
CYB499-038,Malicious,Malicious,High,"PowerShell runs a loop 0..1000 issuing Invoke-WebRequest requests to https://8.8.8.8/resolve with randomized subdomains under xip.io and TXT queries, a pattern consistent with automated DNS/HTTP beaconing or data exfiltration rather than normal administration.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell runs a loop 0..1000 issuing Invoke-WebRequest requests to https://8.8.8.8/resolve with randomized subdomains under xip.io and TXT queries, a pattern consistent with automated DNS/HTTP beaconing or data exfiltration rather than normal administration.""}",gpt-5.4,direct,completed,
CYB499-039,Benign,Benign,Low,"Security-Auditing event 4799 on Server002 only shows user SERVER002\lplui; no target group, process, source, or other context is provided to indicate malicious activity.",[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Security-Auditing event 4799 on Server002 only shows user SERVER002\\lplui; no target group, process, source, or other context is provided to indicate malicious activity.""}",gpt-5.4,direct,completed,
CYB499-040,Malicious,Benign,Medium,"Sysmon Event ID 1 shows WMIC.exe launched by cmd.exe under SERVER002\admin_test to uninstall software matching 'Tightvnc%' on localhost (/node:""127.0.0.1""). This is consistent with local administrative software removal and does not by itself indicate malicious activity.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Sysmon Event ID 1 shows WMIC.exe launched by cmd.exe under SERVER002\\admin_test to uninstall software matching 'Tightvnc%' on localhost (/node:\""127.0.0.1\""). This is consistent with local administrative software removal and does not by itself indicate malicious activity.""}",gpt-5.4,direct,completed,
CYB499-041,Malicious,Benign,Medium,"Sysmon Event ID 1 shows bitsadmin.exe launched by cmd.exe with command line '/resume fileBITS', which is consistent with resuming a named BITS job and does not by itself indicate malicious activity.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Sysmon Event ID 1 shows bitsadmin.exe launched by cmd.exe with command line '/resume fileBITS', which is consistent with resuming a named BITS job and does not by itself indicate malicious activity.""}",gpt-5.4,direct,completed,
CYB499-042,Benign,Benign,Low,"Sysmon Event ID 5 indicates a process terminated, but both image and command_line are '<unknown process>' and the user is NT AUTHORITY\SYSTEM on Server002. With only a generic process termination and no identifiable process details, there is insufficient evidence of malicious activity.",[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Sysmon Event ID 5 indicates a process terminated, but both image and command_line are '<unknown process>' and the user is NT AUTHORITY\\SYSTEM on Server002. With only a generic process termination and no identifiable process details, there is insufficient evidence of malicious activity.""}",gpt-5.4,direct,completed,
CYB499-043,Malicious,Malicious,High,"PowerShell runs a loop 1000 times using Invoke-WebRequest to https://8.8.8.8/resolve with randomized subdomains under xip.io and TXT queries, a pattern consistent with automated DNS-based beaconing/exfiltration rather than normal administration.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell runs a loop 1000 times using Invoke-WebRequest to https://8.8.8.8/resolve with randomized subdomains under xip.io and TXT queries, a pattern consistent with automated DNS-based beaconing/exfiltration rather than normal administration.""}",gpt-5.4,direct,completed,
CYB499-044,Malicious,Malicious,High,"Sysmon Event ID 1 shows powershell.exe executing a suspicious command that copies calc.exe to a user-writable WindowsApps path as foxprow.exe and then uses COM via Excel.Application with ActivateMicrosoftApp(""5""), indicating likely masquerading/proxy execution behavior rather than normal administration.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows powershell.exe executing a suspicious command that copies calc.exe to a user-writable WindowsApps path as foxprow.exe and then uses COM via Excel.Application with ActivateMicrosoftApp(\""5\""), indicating likely masquerading/proxy execution behavior rather than normal administration.""}",gpt-5.4,direct,completed,
CYB499-045,Malicious,Malicious,High,"PowerShell event 400 shows HostApplication running a script that reads passwords from passwords.txt, iterates through them, creates LDAP NTLM credentials for $ENV:USERNAME, calls $conn.bind(), and prints 'Attempting ${password}' and 'are valid credentials!' followed by 'End of bruteforce'—clear password brute-force/credential stuffing behavior.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell event 400 shows HostApplication running a script that reads passwords from passwords.txt, iterates through them, creates LDAP NTLM credentials for $ENV:USERNAME, calls $conn.bind(), and prints 'Attempting ${password}' and 'are valid credentials!' followed by 'End of bruteforce'—clear password brute-force/credential stuffing behavior.""}",gpt-5.4,direct,completed,
CYB499-046,Malicious,Malicious,High,"PowerShell launched with a command that copies calc.exe to a deceptive user-writable path as foxprow.exe under AppData\Local\Microsoft\WindowsApps, and the script block then instantiates Excel via COM and calls ActivateMicrosoftApp(""5""), behavior consistent with masquerading and suspicious COM abuse.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell launched with a command that copies calc.exe to a deceptive user-writable path as foxprow.exe under AppData\\Local\\Microsoft\\WindowsApps, and the script block then instantiates Excel via COM and calls ActivateMicrosoftApp(\""5\""), behavior consistent with masquerading and suspicious COM abuse.""}",gpt-5.4,direct,completed,
CYB499-047,Malicious,Malicious,High,Sysmon Event ID 1 shows bitsadmin.exe launched from cmd.exe by admin_test to download a file from raw.githubusercontent.com directly into a Temp path as bitsadmin3_flag.ps1. Using BITSAdmin to fetch a remote PowerShell script into a temp directory is strongly indicative of malicious staging/downloading behavior.,[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows bitsadmin.exe launched from cmd.exe by admin_test to download a file from raw.githubusercontent.com directly into a Temp path as bitsadmin3_flag.ps1. Using BITSAdmin to fetch a remote PowerShell script into a temp directory is strongly indicative of malicious staging/downloading behavior.""}",gpt-5.4,direct,completed,
CYB499-048,Malicious,Malicious,High,"PowerShell runs a loop 1000 times using Invoke-WebRequest to https://8.8.8.8/resolve with randomized subdomains under xip.io and TXT queries, a pattern consistent with DNS/HTTP-based data transfer or tunneling rather than normal administration.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell runs a loop 1000 times using Invoke-WebRequest to https://8.8.8.8/resolve with randomized subdomains under xip.io and TXT queries, a pattern consistent with DNS/HTTP-based data transfer or tunneling rather than normal administration.""}",gpt-5.4,direct,completed,
CYB499-049,Benign,Benign,High,"Sysmon Event ID 1 shows AppVShNotify.exe launched from the standard Microsoft ClickToRun path by OfficeClickToRun.exe under NT AUTHORITY\SYSTEM, which is consistent with normal Microsoft Office Click-to-Run activity.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows AppVShNotify.exe launched from the standard Microsoft ClickToRun path by OfficeClickToRun.exe under NT AUTHORITY\\SYSTEM, which is consistent with normal Microsoft Office Click-to-Run activity.""}",gpt-5.4,direct,completed,
CYB499-050,Malicious,Malicious,High,"PowerShell launched with a command that copies calc.exe to a misleading executable name in the user's WindowsApps path ('foxprow.exe') and the script block creates an Excel COM object via ProgID on localhost and calls ActivateMicrosoftApp(""5""), behavior consistent with masquerading and suspicious COM-based execution.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell launched with a command that copies calc.exe to a misleading executable name in the user's WindowsApps path ('foxprow.exe') and the script block creates an Excel COM object via ProgID on localhost and calls ActivateMicrosoftApp(\""5\""), behavior consistent with masquerading and suspicious COM-based execution.""}",gpt-5.4,direct,completed,
CYB499-051,Benign,Benign,High,"Sysmon Event ID 1 shows ApplicationFrameHost.exe launched from the standard Windows System32 path with the normal '-Embedding' argument under a user context, which is consistent with legitimate Windows application hosting activity.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows ApplicationFrameHost.exe launched from the standard Windows System32 path with the normal '-Embedding' argument under a user context, which is consistent with legitimate Windows application hosting activity.""}",gpt-5.4,direct,completed,
CYB499-052,Malicious,Benign,Low,"Sysmon Event ID 1 shows cmd.exe launched by wsmprovhost.exe under SERVER002\admin_test with command line '/c start' opening a .docx file from a Temp path. This could be administrative/remote-session activity, and the provided fields alone do not prove malicious execution.",[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Sysmon Event ID 1 shows cmd.exe launched by wsmprovhost.exe under SERVER002\\admin_test with command line '/c start' opening a .docx file from a Temp path. This could be administrative/remote-session activity, and the provided fields alone do not prove malicious execution.""}",gpt-5.4,direct,completed,
