sample_id,ground_truth,prediction,confidence,evidence,key_fields,raw_response,model,prompt_name,status,error_message
CYB499-012,Benign,Benign,High,"The command_line shows a legitimate PowerShell invocation of 'ipconfig', a common system diagnostic command with no malicious intent.","[""command_line"", ""provider""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""provider""],
  ""evidence"": ""The command_line shows a legitimate PowerShell invocation of 'ipconfig', a common system diagnostic command with no malicious intent.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-013,Benign,Benign,High,"The script block performs a legitimate system check for available disk space and compares it to a threshold, with no signs of malicious activity such as command execution, network connections, or privilege escalation.","[""script_block_text"", ""command_line""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""script_block_text"", ""command_line""],
  ""evidence"": ""The script block performs a legitimate system check for available disk space and compares it to a threshold, with no signs of malicious activity such as command execution, network connections, or privilege escalation.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-014,Malicious,Benign,High,"bitsadmin.exe is a legitimate Windows utility used for downloading and managing files. The command '/complete fileBITS' is a normal operation to finalize a download, and it is invoked from cmd.exe, which is a standard system process. No malicious indicators are present.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""bitsadmin.exe is a legitimate Windows utility used for downloading and managing files. The command '/complete fileBITS' is a normal operation to finalize a download, and it is invoked from cmd.exe, which is a standard system process. No malicious indicators are present.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-015,Malicious,Malicious,High,"The script_block_text contains a brute-force attack against LDAP credentials using a list of passwords from a local temp file, attempting to authenticate with NTLM. This is a clear sign of credential stuffing or brute-force attack.","[""script_block_text"", ""command_line""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""script_block_text"", ""command_line""],
  ""evidence"": ""The script_block_text contains a brute-force attack against LDAP credentials using a list of passwords from a local temp file, attempting to authenticate with NTLM. This is a clear sign of credential stuffing or brute-force attack.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-016,Malicious,Malicious,High,"The command line uses bitsadmin.exe to download a PowerShell script from a GitHub repository and execute it via a temporary path, followed by a ping to 127.0.0.1, which is a common indicator of malicious activity such as downloading and executing remote scripts.","[""command_line"", ""image""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""image""],
  ""evidence"": ""The command line uses bitsadmin.exe to download a PowerShell script from a GitHub repository and execute it via a temporary path, followed by a ping to 127.0.0.1, which is a common indicator of malicious activity such as downloading and executing remote scripts.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-017,Malicious,Benign,High,"The process is a legitimate console host (conhost.exe) launched by PowerShell, which is normal behavior for user interaction. The command line and parent process are within expected system behavior.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""The process is a legitimate console host (conhost.exe) launched by PowerShell, which is normal behavior for user interaction. The command line and parent process are within expected system behavior.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-018,Benign,Malicious,High,"AM_Base.exe is a known malicious file associated with malware campaigns. It is launched from a suspicious path under SoftwareDistribution, typically used by malware to evade detection. The parent process wuauclt.exe (Windows Update) is a common technique for lateral movement or hiding malicious activity.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""AM_Base.exe is a known malicious file associated with malware campaigns. It is launched from a suspicious path under SoftwareDistribution, typically used by malware to evade detection. The parent process wuauclt.exe (Windows Update) is a common technique for lateral movement or hiding malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-019,Benign,Benign,High,"The event shows a Windows Update client (wuauclt.exe) launching a known patch installer (AM_Delta_Patch_1.427.562.0.exe) in quiet mode, which is a normal part of Windows Update operations.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""The event shows a Windows Update client (wuauclt.exe) launching a known patch installer (AM_Delta_Patch_1.427.562.0.exe) in quiet mode, which is a normal part of Windows Update operations.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-020,Malicious,Malicious,High,"The command_line and script_block_text show a PowerShell script copying calc.exe to a suspicious executable (foxprow.exe) and invoking Excel.Application to potentially execute malicious actions, indicating unauthorized file manipulation and possible malware execution.","[""command_line"", ""script_block_text""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""script_block_text""],
  ""evidence"": ""The command_line and script_block_text show a PowerShell script copying calc.exe to a suspicious executable (foxprow.exe) and invoking Excel.Application to potentially execute malicious actions, indicating unauthorized file manipulation and possible malware execution.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-021,Malicious,Benign,High,"The command line 'cmd.exe' /c chcp is a common system command used to change the code page and is typically benign, especially when executed by a system account like SERVER002\admin_test.","[""command_line""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line""],
  ""evidence"": ""The command line 'cmd.exe' /c chcp is a common system command used to change the code page and is typically benign, especially when executed by a system account like SERVER002\\admin_test.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-022,Benign,Benign,High,"The command_line shows a standard PowerShell 'ls' command, which is a benign enumeration operation. The script_block_text contains metadata about the PowerShell host and engine, with no malicious code or suspicious activity.","[""command_line"", ""script_block_text""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""script_block_text""],
  ""evidence"": ""The command_line shows a standard PowerShell 'ls' command, which is a benign enumeration operation. The script_block_text contains metadata about the PowerShell host and engine, with no malicious code or suspicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-023,Malicious,Malicious,High,"The command_line contains a PowerShell script that performs repeated HTTP requests to a domain with a randomly generated name, targeting a non-existent DNS TXT record. This is a common technique used in reconnaissance or data exfiltration, indicating malicious intent.","[""command_line"", ""script_block_text""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""script_block_text""],
  ""evidence"": ""The command_line contains a PowerShell script that performs repeated HTTP requests to a domain with a randomly generated name, targeting a non-existent DNS TXT record. This is a common technique used in reconnaissance or data exfiltration, indicating malicious intent.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-024,Malicious,Malicious,High,"The command line modifies the registry to disable registry tools (DisableRegistryTools=1), a common tactic to hide malicious activity. Executed by a privileged user (SERVER002\admin_test) via cmd.exe, which is a high-risk action typically associated with privilege escalation or persistence.","[""command_line"", ""user""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""user""],
  ""evidence"": ""The command line modifies the registry to disable registry tools (DisableRegistryTools=1), a common tactic to hide malicious activity. Executed by a privileged user (SERVER002\\admin_test) via cmd.exe, which is a high-risk action typically associated with privilege escalation or persistence.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-025,Benign,Malicious,High,"Execution of AM_Delta.exe from SoftwareDistribution directory with WD /q command, typically associated with malware or unauthorized updates, initiated by wuauclt.exe, a known legitimate update process, suggesting a suspicious payload injection.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""Execution of AM_Delta.exe from SoftwareDistribution directory with WD /q command, typically associated with malware or unauthorized updates, initiated by wuauclt.exe, a known legitimate update process, suggesting a suspicious payload injection.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-026,Benign,Malicious,High,"The command_line contains a PowerShell command that converts a password to a secure string and exports it as plain text, which is a common indicator of credential harvesting or exfiltration.","[""command_line"", ""script_block_text""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""script_block_text""],
  ""evidence"": ""The command_line contains a PowerShell command that converts a password to a secure string and exports it as plain text, which is a common indicator of credential harvesting or exfiltration.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-027,Benign,Benign,High,"The event shows a legitimate PowerShell ISE invocation with a local script file path and no suspicious script content. The script block text contains only host and engine metadata, indicating normal PowerShell ISE operation.","[""command_line"", ""script_block_text""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""script_block_text""],
  ""evidence"": ""The event shows a legitimate PowerShell ISE invocation with a local script file path and no suspicious script content. The script block text contains only host and engine metadata, indicating normal PowerShell ISE operation.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-028,Malicious,Benign,High,"Event ID 5 in Sysmon indicates a file creation or execution event. The image field shows bitsadmin.exe, a legitimate Windows utility used for downloading files, and the user is a system account (SERVER002\admin_test), which is common for administrative tasks. No malicious indicators are present.","[""event_id"", ""image"", ""user""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""event_id"", ""image"", ""user""],
  ""evidence"": ""Event ID 5 in Sysmon indicates a file creation or execution event. The image field shows bitsadmin.exe, a legitimate Windows utility used for downloading files, and the user is a system account (SERVER002\\admin_test), which is common for administrative tasks. No malicious indicators are present.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-029,Benign,Benign,High,"AggregatorHost.exe is a legitimate Windows system process, commonly running under SYSTEM and launched by svchost.exe, indicating normal system operation.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""AggregatorHost.exe is a legitimate Windows system process, commonly running under SYSTEM and launched by svchost.exe, indicating normal system operation.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-030,Benign,Malicious,High,"AM_Engine.exe is a suspicious filename often associated with malware; it is launched from SoftwareDistribution directory, typically used for legitimate updates, but in this context, it is spawned by wuauclt.exe, a known update service, which raises suspicion of malicious payload execution.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""AM_Engine.exe is a suspicious filename often associated with malware; it is launched from SoftwareDistribution directory, typically used for legitimate updates, but in this context, it is spawned by wuauclt.exe, a known update service, which raises suspicion of malicious payload execution.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-031,Benign,Benign,High,"The event shows a Windows Update client (wuauclt.exe) launching a known patch installer (AM_Delta_Patch_1.427.566.0.exe) in quiet mode, which is a normal part of Windows Update operations.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""The event shows a Windows Update client (wuauclt.exe) launching a known patch installer (AM_Delta_Patch_1.427.566.0.exe) in quiet mode, which is a normal part of Windows Update operations.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-032,Benign,Benign,High,"Event ID 400 is a PowerShell engine state change event, which is normal system behavior. The script block text shows engine and host information without any malicious commands or payloads. The command line points to the standard PowerShell executable, indicating legitimate operation.","[""event_id"", ""provider"", ""command_line"", ""script_block_text""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""event_id"", ""provider"", ""command_line"", ""script_block_text""],
  ""evidence"": ""Event ID 400 is a PowerShell engine state change event, which is normal system behavior. The script block text shows engine and host information without any malicious commands or payloads. The command line points to the standard PowerShell executable, indicating legitimate operation.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-033,Benign,Benign,High,"Event ID 5024 in Security auditing provider is a known benign event indicating a successful authentication attempt, not a malicious activity.","[""event_id"", ""provider""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""event_id"", ""provider""],
  ""evidence"": ""Event ID 5024 in Security auditing provider is a known benign event indicating a successful authentication attempt, not a malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-034,Benign,Benign,High,"Event ID 4648 indicates a process creation, and the image and command line show wininit.exe, a legitimate system process. The user is a system account (SERVER002$), which is normal for system operations.","[""event_id"", ""image"", ""command_line"", ""user""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""event_id"", ""image"", ""command_line"", ""user""],
  ""evidence"": ""Event ID 4648 indicates a process creation, and the image and command line show wininit.exe, a legitimate system process. The user is a system account (SERVER002$), which is normal for system operations.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-035,Benign,Benign,High,"The process is a Windows Update engine patch installer launched by wuauclt.exe, which is a legitimate system process. The path and command line match known Windows Update behavior.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""The process is a Windows Update engine patch installer launched by wuauclt.exe, which is a legitimate system process. The path and command line match known Windows Update behavior.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-036,Benign,Benign,High,"The process is a legitimate Microsoft 3D Viewer app from WindowsApps, and the command line uses a valid app-specific parameter. No suspicious behavior or external network activity is observed.","[""image"", ""command_line""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line""],
  ""evidence"": ""The process is a legitimate Microsoft 3D Viewer app from WindowsApps, and the command line uses a valid app-specific parameter. No suspicious behavior or external network activity is observed.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-037,Malicious,Benign,High,"The event shows a legitimate system command (chcp) executed by cmd.exe, which is a normal Windows system behavior for changing code page settings.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""The event shows a legitimate system command (chcp) executed by cmd.exe, which is a normal Windows system behavior for changing code page settings.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-038,Malicious,Malicious,High,"The command_line and script_block_text show a PowerShell script using Invoke-WebRequest to repeatedly query a remote domain (https://8.8.8.8/resolve) with randomly generated names, which is a common technique for exfiltration or reconnaissance. The use of random file names and targeting a non-standard endpoint suggests malicious activity.","[""command_line"", ""script_block_text""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""script_block_text""],
  ""evidence"": ""The command_line and script_block_text show a PowerShell script using Invoke-WebRequest to repeatedly query a remote domain (https://8.8.8.8/resolve) with randomly generated names, which is a common technique for exfiltration or reconnaissance. The use of random file names and targeting a non-standard endpoint suggests malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-039,Benign,Benign,High,"Event ID 4799 indicates a successful logon attempt, which is a normal security audit event. The provider is Microsoft-Windows-Security-Auditing, and the event is associated with standard authentication, not malicious activity.","[""event_id"", ""provider""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""event_id"", ""provider""],
  ""evidence"": ""Event ID 4799 indicates a successful logon attempt, which is a normal security audit event. The provider is Microsoft-Windows-Security-Auditing, and the event is associated with standard authentication, not malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-040,Malicious,Malicious,High,"The command line invokes wmic to uninstall a product named 'Tightvnc%%%%', which is a common indicator of malicious activity targeting remote access tools. This action is unusual for a legitimate administrative task and suggests an attempt to remove a potentially compromised or unwanted service.","[""command_line"", ""image""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""image""],
  ""evidence"": ""The command line invokes wmic to uninstall a product named 'Tightvnc%%%%', which is a common indicator of malicious activity targeting remote access tools. This action is unusual for a legitimate administrative task and suggests an attempt to remove a potentially compromised or unwanted service.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-041,Malicious,Benign,High,"bitsadmin.exe is a legitimate Windows utility used to manage background file transfers. The command '/resume fileBITS' is a normal operation to resume a previously scheduled download, and it is invoked from cmd.exe, which is a standard system process. No malicious indicators are present.","[""image"", ""command_line"", ""parent_image""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""image"", ""command_line"", ""parent_image""],
  ""evidence"": ""bitsadmin.exe is a legitimate Windows utility used to manage background file transfers. The command '/resume fileBITS' is a normal operation to resume a previously scheduled download, and it is invoked from cmd.exe, which is a standard system process. No malicious indicators are present.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-042,Benign,Benign,High,"Event ID 5 in Sysmon typically logs process creation. The user is NT AUTHORITY\SYSTEM, which is normal for system processes. Both image and command_line are marked as '<unknown process>', indicating a lack of specific malicious indicators. No suspicious network or registry activity is present.","[""event_id"", ""user"", ""image"", ""command_line""]","{
  ""classification"": ""Benign"",
  ""confidence"": ""High"",
  ""key_fields"": [""event_id"", ""user"", ""image"", ""command_line""],
  ""evidence"": ""Event ID 5 in Sysmon typically logs process creation. The user is NT AUTHORITY\\SYSTEM, which is normal for system processes. Both image and command_line are marked as '<unknown process>', indicating a lack of specific malicious indicators. No suspicious network or registry activity is present.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-043,Malicious,Malicious,High,"The command_line and script_block_text show a PowerShell script using Invoke-WebRequest to repeatedly query a remote domain (https://8.8.8.8/resolve) with randomly generated names, which is a common technique for exfiltration or reconnaissance. The use of random file names and targeting a non-standard endpoint suggests malicious intent.","[""command_line"", ""script_block_text""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""script_block_text""],
  ""evidence"": ""The command_line and script_block_text show a PowerShell script using Invoke-WebRequest to repeatedly query a remote domain (https://8.8.8.8/resolve) with randomly generated names, which is a common technique for exfiltration or reconnaissance. The use of random file names and targeting a non-standard endpoint suggests malicious intent.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-044,Malicious,Malicious,High,"The command_line contains a malicious PowerShell script that copies calc.exe to a suspicious executable (foxprow.exe) and attempts to activate an Excel application via a non-standard method, indicating code injection or payload delivery.","[""command_line"", ""image""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""image""],
  ""evidence"": ""The command_line contains a malicious PowerShell script that copies calc.exe to a suspicious executable (foxprow.exe) and attempts to activate an Excel application via a non-standard method, indicating code injection or payload delivery.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-045,Malicious,Malicious,High,"The script_block_text contains a brute-force attack against LDAP credentials using a list of passwords from a local temp file, attempting to authenticate with NTLM. This is a clear sign of credential stuffing or brute-force attack.","[""script_block_text"", ""command_line""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""script_block_text"", ""command_line""],
  ""evidence"": ""The script_block_text contains a brute-force attack against LDAP credentials using a list of passwords from a local temp file, attempting to authenticate with NTLM. This is a clear sign of credential stuffing or brute-force attack.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-046,Malicious,Malicious,High,"The command_line and script_block_text show a PowerShell script copying calc.exe to a suspicious executable (foxprow.exe) and invoking Excel.Application to potentially execute malicious actions, indicating unauthorized and suspicious behavior.","[""command_line"", ""script_block_text""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""script_block_text""],
  ""evidence"": ""The command_line and script_block_text show a PowerShell script copying calc.exe to a suspicious executable (foxprow.exe) and invoking Excel.Application to potentially execute malicious actions, indicating unauthorized and suspicious behavior.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-047,Malicious,Malicious,High,"bitsadmin.exe is used to download a file from a GitHub URL and save it as a PowerShell script, which is a common technique in malicious payloads to deliver and execute code via legitimate-looking tools.","[""command_line"", ""image""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""image""],
  ""evidence"": ""bitsadmin.exe is used to download a file from a GitHub URL and save it as a PowerShell script, which is a common technique in malicious payloads to deliver and execute code via legitimate-looking tools.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
CYB499-048,Malicious,Malicious,High,"The command_line and script_block_text show a PowerShell script using Invoke-WebRequest to repeatedly query a remote domain (https://8.8.8.8/resolve) with randomly generated names, which is a common technique for exfiltration or reconnaissance. The use of random file names and targeting a non-standard endpoint suggests malicious activity.","[""command_line"", ""script_block_text""]","{
  ""classification"": ""Malicious"",
  ""confidence"": ""High"",
  ""key_fields"": [""command_line"", ""script_block_text""],
  ""evidence"": ""The command_line and script_block_text show a PowerShell script using Invoke-WebRequest to repeatedly query a remote domain (https://8.8.8.8/resolve) with randomly generated names, which is a common technique for exfiltration or reconnaissance. The use of random file names and targeting a non-standard endpoint suggests malicious activity.""
}",Qwen/Qwen3-4B-Instruct-2507,structured,completed,
